0,1,2,3,4,5,6,7,8,9
0.037267865397135926,0.661911534035327,-0.6708868189207344,-0.41566601318757346,-0.27072110476385086,-0.09563135783537902,0.062393047846785295,0.012232715446324446,-0.2535072509355744,0.22050200629530292
-0.19612964320486945,-0.47941044108962566,0.36082223834453053,-0.6702044567998588,0.0720803843222719,0.9277059676066891,-0.4578126446139722,-0.48853168375878486,-0.00644311805382709,0.011568613506990871
0.3843935964130046,0.1402754654338219,0.25326258572463783,-1.0681266241067764,-0.5935263808169464,-0.350061306437397,0.2343638919520991,0.5716760846143737,-0.10430768990677416,0.16355671141996833
-0.11387452974647774,0.6088068288132642,-0.7142709331206609,-0.48128539963886624,-0.3170470819438086,-0.16457410259126443,-0.08469401894407665,0.06725591376716969,-0.09236695189141747,0.08366618563929028
-0.6280187291571809,-0.1536586294647332,-0.46684676087029603,-0.25068347843317207,0.1956167626886095,0.7940978072183426,0.21097464854979264,0.0681483179915795,-0.21484716497597575,0.11838039505582987
-0.7244196920528987,-0.49478642933525446,0.49204312411754486,-0.3128613881367053,0.33774461892005636,0.08311634043363467,0.40976544256277925,-0.4072241452579439,-0.05033601184791505,0.07153703670787707
0.5724606550983474,0.7420274830374787,-0.185409299577991,-0.5019741046178275,-0.015658619727359033,-0.16091238942267425,0.3565336050951403,0.9051264341660419,-0.19742534570143339,-0.39760777273926357
-0.42448698303577415,0.4558657859963542,0.04898348251135171,-0.4261231207130292,-0.3697278823153525,0.5289608852695259,0.17829677752538078,0.9783126876574839,-0.07629110800803027,0.15844705702090292
-0.6905197577756381,0.25821113185853956,0.9241876941633369,-0.3548446564817427,-0.0814006309200635,0.14147440897100175,-0.595457038711188,-0.5586887211154083,0.3115773252153513,-0.1441270577351269
0.9643947804733269,0.11710915774576487,0.11677428715080568,0.15731600483486124,-0.5573541976113325,-0.14423289434879397,0.6736034226178371,-0.5272145621573701,-0.39705764553784767,-0.4713903517586824
-1.0635080270094832,0.607641960242302,0.114009192534965,0.10147257732896925,0.09873279679874956,0.050691101246903174,0.14534790771775571,-0.038768381525549386,0.06083273815786173,-0.05685683256799412
-1.084097734668909,0.4131327683022263,0.42002544986892787,-0.1686260903729126,0.0068021251440968135,-0.022527346447896685,0.0513046862068333,0.8528946144714097,0.09355800912864515,-0.15850545343006212
0.25709043076699145,-0.9571637461231304,-0.38733050473593594,-0.17896658055309442,-0.4790431221525152,-0.1634979200152022,0.036672120737948045,-0.35669505121327977,-0.1962209495617121,-0.08545129767903392
-0.2644242721132382,0.5348798550095735,-0.7825212170474549,-0.5180034673198927,-0.32379306494173654,-0.11975848365250341,-0.15087656108762404,-0.018977054719036494,-0.05218290742913343,-0.10124013493452129
-0.27458106077072575,0.6940191504057173,-0.03099061987683783,-0.22332306326834034,-0.17040802823304024,0.8189507133409893,-0.6944712261508452,-0.04100900288309572,0.14287732688047497,0.012397497769612773
-0.17690751746431727,-0.9715271092161704,0.06520504354591494,0.12117578896198834,-0.04925132154576693,-0.7310311093615329,-0.014910041439998266,-0.4229507837021838,-0.14360442786319363,-0.06362309428197398
-0.886958571787387,0.16911855554837305,0.05556599320138257,0.7984105244805993,-0.39377946016379467,-0.10637581048401304,-0.0716670160887254,0.040872892012620565,0.12688407466785517,-0.15646031858788143
